batch	genotype	stage	n_counts	n_genes	PN_type	MARS	HDBSCAN	MARS_2way_matched	MARS_2way_matched_PN_type	lineage	X24h_HDBSCAN	matched_type_with_stage	mannually_matched	cell
0	VT033006-GFP	0h	750480	3303	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P4_I5
0	VT033006-GFP	0h	1432287	3068	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_I6
0	VT033006-GFP	0h	610973	602	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_I7
0	VT033006-GFP	0h	1194150	2714	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P4_I9
0	VT033006-GFP	0h	2239936	2826	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P4_J11
0	VT033006-GFP	0h	2230298	3020	nan	7	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_J12
0	VT033006-GFP	0h	2609654	2090	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P4_J14
0	VT033006-GFP	0h	2769298	2420	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P4_J16
0	VT033006-GFP	0h	2019288	1662	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_J17
0	VT033006-GFP	0h	2721131	2039	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_J20
0	VT033006-GFP	0h	682294	807	nan	18	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_J22
0	VT033006-GFP	0h	601140	3290	VA5	10	-1	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P4_J24
0	VT033006-GFP	0h	1222987	4509	nan	21	25	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_J3
0	VT033006-GFP	0h	2502989	2629	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P4_J5
0	VT033006-GFP	0h	1482406	2296	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_J7
0	VT033006-GFP	0h	809089	975	nan	18	-1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P4_J9
0	VT033006-GFP	0h	2407205	2710	DC2	6	33	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VTGAL4_P4_K10
0	VT033006-GFP	0h	238490	557	DL3	15	15	24	DL3	APL	na	DL3: 0h	nan	PN_0h_VTGAL4_P4_K12
0	VT033006-GFP	0h	1529309	1265	nan	NaN	-1	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_K13
0	VT033006-GFP	0h	2772747	2420	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P4_K14
0	VT033006-GFP	0h	1039452	805	nan	18	18	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P4_K18
0	VT033006-GFP	0h	1993279	2724	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_K19
0	VT033006-GFP	0h	1167423	1050	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_K22
0	VT033006-GFP	0h	1462975	2433	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VTGAL4_P4_K4
0	VT033006-GFP	0h	2072195	3500	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P4_K5
0	VT033006-GFP	0h	2010138	3454	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P4_K6
0	VT033006-GFP	0h	3646943	2586	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P4_L10
0	VT033006-GFP	0h	2601171	2193	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_L11
0	VT033006-GFP	0h	2944327	1812	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_L14
0	VT033006-GFP	0h	2178206	1395	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P4_L15
0	VT033006-GFP	0h	3286361	2805	DC2	6	33	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VTGAL4_P4_L16
0	VT033006-GFP	0h	3457655	2059	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P4_L18
0	VT033006-GFP	0h	1772871	4258	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P4_L19
0	VT033006-GFP	0h	523793	677	nan	18	-1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P4_L1
0	VT033006-GFP	0h	2589244	2726	nan	12	-1	nan	nan		na	nan: 0h	nan	PN_0h_VTGAL4_P4_L20
0	VT033006-GFP	0h	2156991	1496	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_L23
0	VT033006-GFP	0h	259313	1299	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P4_L24
0	VT033006-GFP	0h	726120	3249	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P4_L4
0	VT033006-GFP	0h	218244	983	nan	18	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_L6
0	VT033006-GFP	0h	2487026	3378	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P4_L8
0	VT033006-GFP	0h	240818	1887	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P4_M10
0	VT033006-GFP	0h	2702718	3011	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_M11
0	VT033006-GFP	0h	2361683	3006	DL1	17	20	8	DL1	adPN	na	DL1: 0h	DL1	PN_0h_VTGAL4_P4_M12
0	VT033006-GFP	0h	2272587	2170	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P4_M13
0	VT033006-GFP	0h	2240601	1562	VM2	1	9	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P4_M16
0	VT033006-GFP	0h	2921275	3326	nan	7	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_M18
0	VT033006-GFP	0h	2516984	1986	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P4_M19
0	VT033006-GFP	0h	1639425	1994	VA5	10	-1	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P4_M20
0	VT033006-GFP	0h	109492	662	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_M21
0	VT033006-GFP	0h	1400126	1739	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P4_M23
0	VT033006-GFP	0h	1029808	1734	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P4_M7
0	VT033006-GFP	0h	604665	3265	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_M8
0	VT033006-GFP	0h	2943480	2498	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_N10
0	VT033006-GFP	0h	2609812	3269	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P4_N12
0	VT033006-GFP	0h	882883	3483	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P4_N13
0	VT033006-GFP	0h	1927696	1790	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P4_N18
0	VT033006-GFP	0h	1274843	1761	VA5	10	-1	26	VA5		na	VA5: 0h	VA5	PN_0h_VTGAL4_P4_N19
0	VT033006-GFP	0h	1806448	1427	nan	NaN	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_N22
0	VT033006-GFP	0h	931648	3825	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P4_N2
0	VT033006-GFP	0h	639144	3601	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P4_N3
0	VT033006-GFP	0h	1140701	4405	DA4l	9	18	nan	nan	adPN	na	DA4l: 0h	DA4l	PN_0h_VTGAL4_P4_N4
0	VT033006-GFP	0h	956326	3758	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P4_N5
0	VT033006-GFP	0h	2602005	2568	nan	NaN	33	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_N8
0	VT033006-GFP	0h	1324704	3512	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P4_N9
0	VT033006-GFP	0h	2120764	1941	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P4_O13
0	VT033006-GFP	0h	1351191	1801	nan	7	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_O14
0	VT033006-GFP	0h	3434382	2478	MARS_9	11	-1	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P4_O15
0	VT033006-GFP	0h	1457916	2922	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P4_O17
0	VT033006-GFP	0h	950878	2591	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P4_O20
0	VT033006-GFP	0h	2003755	1531	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P4_O21
0	VT033006-GFP	0h	2210014	2531	DC2	6	-1	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VTGAL4_P4_O23
0	VT033006-GFP	0h	1401928	3171	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_O2
0	VT033006-GFP	0h	839293	3411	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P4_O3
0	VT033006-GFP	0h	991831	3995	DL1	17	20	8	DL1	adPN	na	DL1: 0h	DL1	PN_0h_VTGAL4_P4_O4
0	VT033006-GFP	0h	1773393	3907	DC2	6	33	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VTGAL4_P4_O7
0	VT033006-GFP	0h	471788	1111	nan	18	15	nan	nan		na	nan: 0h	nan	PN_0h_VTGAL4_P4_O9
0	VT033006-GFP	0h	3763989	3047	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P4_P10
0	VT033006-GFP	0h	1439924	3421	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_P11
0	VT033006-GFP	0h	2773603	3376	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P4_P12
0	VT033006-GFP	0h	3023636	2322	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P4_P13
0	VT033006-GFP	0h	4427466	2387	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_P14
0	VT033006-GFP	0h	489903	3230	VA6	8	18	0	VA6		na	VA6: 0h	VA6	PN_0h_VTGAL4_P4_P16
0	VT033006-GFP	0h	2969859	3442	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P4_P17
0	VT033006-GFP	0h	1551079	3297	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_P1
0	VT033006-GFP	0h	2591611	3364	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P4_P20
0	VT033006-GFP	0h	2717258	2572	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_P21
0	VT033006-GFP	0h	2675363	2230	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P4_P22
0	VT033006-GFP	0h	2012242	3090	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_P24
0	VT033006-GFP	0h	1580662	2771	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P4_P2
0	VT033006-GFP	0h	1064022	4761	nan	7	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P4_P5
0	VT033006-GFP	0h	2278854	4266	DL1	17	20	8	DL1	adPN	na	DL1: 0h	DL1	PN_0h_VTGAL4_P4_P7
0	VT033006-GFP	0h	1144708	1045	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P4_P9
0	VT033006-GFP	0h	681610	1462	VA1d	22	-1	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P5_A10
0	VT033006-GFP	0h	1263055	2180	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P5_A11
0	VT033006-GFP	0h	468342	2462	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_A12
0	VT033006-GFP	0h	356838	1513	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_A14
0	VT033006-GFP	0h	387527	657	nan	18	15	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_A15
0	VT033006-GFP	0h	833162	2595	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_A16
0	VT033006-GFP	0h	1559455	4035	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P5_A17
0	VT033006-GFP	0h	491242	954	nan	18	-1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_A19
0	VT033006-GFP	0h	1514821	3068	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_A21
0	VT033006-GFP	0h	322736	2628	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_A22
0	VT033006-GFP	0h	948146	2782	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_A23
0	VT033006-GFP	0h	1093298	3349	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P5_A24
0	VT033006-GFP	0h	1106752	3540	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P5_A2
0	VT033006-GFP	0h	1769256	4686	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_A3
0	VT033006-GFP	0h	1039499	3751	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P5_A4
0	VT033006-GFP	0h	1837898	4679	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_A5
0	VT033006-GFP	0h	774769	3456	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_A6
0	VT033006-GFP	0h	978950	2367	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_A7
0	VT033006-GFP	0h	1370587	2487	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VTGAL4_P5_A9
0	VT033006-GFP	0h	704046	2866	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_B10
0	VT033006-GFP	0h	1427151	2692	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_B11
0	VT033006-GFP	0h	1415673	2716	VC2	27	22	16	VC2	lPN	na	VC2: 0h	VC2	PN_0h_VTGAL4_P5_B12
0	VT033006-GFP	0h	1420022	2626	MARS_7	4	32	7	MARS_7	adPN	na	MARS_7: 0h	MARS_7	PN_0h_VTGAL4_P5_B13
0	VT033006-GFP	0h	975250	2573	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P5_B14
0	VT033006-GFP	0h	831086	2233	DC3	25	24	20	DC3		na	DC3: 0h	nan	PN_0h_VTGAL4_P5_B17
0	VT033006-GFP	0h	1368732	2089	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_B18
0	VT033006-GFP	0h	1092225	1516	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_B19
0	VT033006-GFP	0h	1251592	3413	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_B1
0	VT033006-GFP	0h	1752312	1959	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_B21
0	VT033006-GFP	0h	793938	2938	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_B22
0	VT033006-GFP	0h	1150663	3377	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_B23
0	VT033006-GFP	0h	1348134	3772	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P5_B24
0	VT033006-GFP	0h	1470494	3569	MARS_7	4	32	7	MARS_7	adPN	na	MARS_7: 0h	MARS_7	PN_0h_VTGAL4_P5_B3
0	VT033006-GFP	0h	664649	1331	nan	NaN	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_B4
0	VT033006-GFP	0h	968462	3503	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_B6
0	VT033006-GFP	0h	1667095	2383	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_B7
0	VT033006-GFP	0h	1232327	2028	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_B8
0	VT033006-GFP	0h	330152	859	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_C10
0	VT033006-GFP	0h	1735178	2833	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P5_C11
0	VT033006-GFP	0h	1337094	1888	VM7 or VM5v #1	2	0	nan	nan	lPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P5_C13
0	VT033006-GFP	0h	142229	2269	nan	12	25	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_C14
0	VT033006-GFP	0h	1191582	2102	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_C15
0	VT033006-GFP	0h	806728	2422	DC2	6	-1	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VTGAL4_P5_C16
0	VT033006-GFP	0h	481449	1758	VM7 or VM5v #2	3	24	28	VM7 or VM5v #2		na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_C18
0	VT033006-GFP	0h	849727	3294	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_C19
0	VT033006-GFP	0h	1079172	2683	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_C20
0	VT033006-GFP	0h	758534	3990	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P5_C22
0	VT033006-GFP	0h	189411	2579	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_C23
0	VT033006-GFP	0h	1014358	4056	nan	7	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_C24
0	VT033006-GFP	0h	684139	2853	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_C2
0	VT033006-GFP	0h	841865	2700	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_C3
0	VT033006-GFP	0h	1044851	2764	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_C4
0	VT033006-GFP	0h	1098969	3025	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_C6
0	VT033006-GFP	0h	1850511	2278	nan	18	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_C7
0	VT033006-GFP	0h	1036994	2477	VM2	1	0	13	VM2		na	VM2: 0h	VM2	PN_0h_VTGAL4_P5_C8
0	VT033006-GFP	0h	1512019	2314	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_C9
0	VT033006-GFP	0h	2110942	2621	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_D12
0	VT033006-GFP	0h	1433747	1969	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_D13
0	VT033006-GFP	0h	1305085	2600	VC2	27	22	16	VC2	lPN	na	VC2: 0h	VC2	PN_0h_VTGAL4_P5_D14
0	VT033006-GFP	0h	814871	1977	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_D15
0	VT033006-GFP	0h	1292280	2009	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_D16
0	VT033006-GFP	0h	568846	1601	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_D17
0	VT033006-GFP	0h	1152858	3497	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P5_D19
0	VT033006-GFP	0h	1790149	3273	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VTGAL4_P5_D1
0	VT033006-GFP	0h	821220	2066	nan	18	15	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_D20
0	VT033006-GFP	0h	574056	754	nan	18	-1	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P5_D22
0	VT033006-GFP	0h	1671990	3158	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_D23
0	VT033006-GFP	0h	1552162	4837	nan	NaN	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_D3
0	VT033006-GFP	0h	1288789	3409	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_D4
0	VT033006-GFP	0h	946420	3608	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P5_D7
0	VT033006-GFP	0h	370555	784	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_D8
0	VT033006-GFP	0h	712393	3351	MARS_7	4	32	7	MARS_7	adPN	na	MARS_7: 0h	MARS_7	PN_0h_VTGAL4_P5_E10
0	VT033006-GFP	0h	1584691	2327	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_E13
0	VT033006-GFP	0h	946883	1463	nan	NaN	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_E15
0	VT033006-GFP	0h	993608	1929	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_E16
0	VT033006-GFP	0h	1433328	1973	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P5_E17
0	VT033006-GFP	0h	1022202	3085	nan	21	25	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_E18
0	VT033006-GFP	0h	1928365	3516	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VTGAL4_P5_E1
0	VT033006-GFP	0h	1784284	3564	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_E21
0	VT033006-GFP	0h	1164187	2654	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_E22
0	VT033006-GFP	0h	1720675	2504	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_E23
0	VT033006-GFP	0h	884749	2972	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_E2
0	VT033006-GFP	0h	1440655	3528	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_E4
0	VT033006-GFP	0h	1225266	3458	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P5_E6
0	VT033006-GFP	0h	1231500	3254	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_E9
0	VT033006-GFP	0h	1193457	3505	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P5_F10
0	VT033006-GFP	0h	393562	1209	nan	18	18	nan	nan		na	nan: 0h	nan	PN_0h_VTGAL4_P5_F11
0	VT033006-GFP	0h	763741	3891	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_F12
0	VT033006-GFP	0h	744579	1922	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_F13
0	VT033006-GFP	0h	1053898	2195	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P5_F14
0	VT033006-GFP	0h	382999	1200	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_F17
0	VT033006-GFP	0h	1484361	1881	nan	NaN	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_F18
0	VT033006-GFP	0h	1461180	1960	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P5_F1
0	VT033006-GFP	0h	1319181	3551	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_F21
0	VT033006-GFP	0h	1352530	2850	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P5_F22
0	VT033006-GFP	0h	1453967	2320	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_F23
0	VT033006-GFP	0h	1127412	1810	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P5_F2
0	VT033006-GFP	0h	2006756	3235	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P5_F3
