batch	genotype	stage	n_counts	n_genes	PN_type	MARS	HDBSCAN	MARS_2way_matched	MARS_2way_matched_PN_type	lineage	X24h_HDBSCAN	matched_type_with_stage	mannually_matched	cell
0	VT033006-GFP	0h	306660	1654	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P1_P9
0	VT033006-GFP	0h	115701	1240	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_C10
0	VT033006-GFP	0h	218630	1356	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P2_C12
0	VT033006-GFP	0h	5086062	3194	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VTGAL4_P2_C5
0	VT033006-GFP	0h	4045938	2831	DL1	17	20	8	DL1	adPN	na	DL1: 0h	DL1	PN_0h_VTGAL4_P2_C6
0	VT033006-GFP	0h	4248672	2434	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P2_D10
0	VT033006-GFP	0h	7687937	3329	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P2_D11
0	VT033006-GFP	0h	1865923	1999	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P2_D4
0	VT033006-GFP	0h	4882612	2029	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_D6
0	VT033006-GFP	0h	4538258	2896	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P2_E3
0	VT033006-GFP	0h	3815557	2470	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P2_E4
0	VT033006-GFP	0h	3373567	2271	DA4l	9	18	nan	nan	adPN	na	DA4l: 0h	DA4l	PN_0h_VTGAL4_P2_E5
0	VT033006-GFP	0h	4530464	2342	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P2_E7
0	VT033006-GFP	0h	2486776	1967	VA1d	22	24	10	VA1d		na	VA1d: 0h	nan	PN_0h_VTGAL4_P2_E9
0	VT033006-GFP	0h	2113580	1701	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_F10
0	VT033006-GFP	0h	3014808	3363	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P2_F11
0	VT033006-GFP	0h	357739	1187	nan	23	-1	nan	nan		na	nan: 0h	nan	PN_0h_VTGAL4_P2_F12
0	VT033006-GFP	0h	3048482	1780	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_F13
0	VT033006-GFP	0h	5260033	3467	DC2	6	33	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VTGAL4_P2_F3
0	VT033006-GFP	0h	5518826	3102	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P2_F8
0	VT033006-GFP	0h	4933283	2944	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P2_F9
0	VT033006-GFP	0h	3052809	1819	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P2_G12
0	VT033006-GFP	0h	1669234	2318	DA1_fru+	26	-1	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P2_G13
0	VT033006-GFP	0h	2039454	1472	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P2_G14
0	VT033006-GFP	0h	329158	1042	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_G15
0	VT033006-GFP	0h	1581152	1978	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P2_G16
0	VT033006-GFP	0h	5099610	2383	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P2_G3
0	VT033006-GFP	0h	995761	2377	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P2_G5
0	VT033006-GFP	0h	1149683	992	nan	18	18	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P2_G6
0	VT033006-GFP	0h	4869295	2209	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_G7
0	VT033006-GFP	0h	4812300	3261	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P2_G8
0	VT033006-GFP	0h	2237447	2072	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_H10
0	VT033006-GFP	0h	1136791	1650	D	5	32	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P2_H11
0	VT033006-GFP	0h	3777064	2168	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P2_H13
0	VT033006-GFP	0h	625344	1442	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_H14
0	VT033006-GFP	0h	482773	1479	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_H17
0	VT033006-GFP	0h	4898739	2580	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P2_H4
0	VT033006-GFP	0h	5006848	3697	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P2_H6
0	VT033006-GFP	0h	391558	978	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P2_I11
0	VT033006-GFP	0h	1116132	1636	nan	NaN	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_I13
0	VT033006-GFP	0h	4443759	2517	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P2_I15
0	VT033006-GFP	0h	5477264	3700	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P2_I5
0	VT033006-GFP	0h	3548292	3877	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P2_I6
0	VT033006-GFP	0h	1403724	2178	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P2_J11
0	VT033006-GFP	0h	4321795	2252	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P2_J13
0	VT033006-GFP	0h	3087781	1900	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_J14
0	VT033006-GFP	0h	1147848	2142	nan	19	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_J17
0	VT033006-GFP	0h	3134318	2507	VA5	10	-1	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P2_J18
0	VT033006-GFP	0h	459210	1659	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P2_J19
0	VT033006-GFP	0h	127798	1186	nan	18	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_J2
0	VT033006-GFP	0h	7046985	3152	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_J4
0	VT033006-GFP	0h	1929782	2488	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P2_J5
0	VT033006-GFP	0h	4293530	2305	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_J6
0	VT033006-GFP	0h	3994865	2889	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P2_J8
0	VT033006-GFP	0h	260014	1390	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_K10
0	VT033006-GFP	0h	3361027	2037	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P2_K11
0	VT033006-GFP	0h	914259	2032	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_K14
0	VT033006-GFP	0h	2453017	2431	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VTGAL4_P2_K16
0	VT033006-GFP	0h	4241388	3525	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P2_K18
0	VT033006-GFP	0h	3603323	2599	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_K2
0	VT033006-GFP	0h	5228580	2570	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_K5
0	VT033006-GFP	0h	4360024	2280	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_K6
0	VT033006-GFP	0h	5240414	2697	DC2	6	33	18	DC2	adPN	na	DC2: 0h	nan	PN_0h_VTGAL4_P2_K7
0	VT033006-GFP	0h	1193039	1982	DC3	25	24	20	DC3	adPN	na	DC3: 0h	nan	PN_0h_VTGAL4_P2_K9
0	VT033006-GFP	0h	3371927	1849	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P2_L10
0	VT033006-GFP	0h	5758257	2364	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_L11
0	VT033006-GFP	0h	851071	1874	nan	18	18	nan	nan		na	nan: 0h	nan	PN_0h_VTGAL4_P2_L14
0	VT033006-GFP	0h	217909	603	nan	18	18	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P2_L15
0	VT033006-GFP	0h	5936742	3075	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P2_L18
0	VT033006-GFP	0h	1761836	2064	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_L19
0	VT033006-GFP	0h	498352	876	nan	18	-1	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_L2
0	VT033006-GFP	0h	2363621	1795	nan	18	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_L4
0	VT033006-GFP	0h	3307662	1831	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P2_L5
0	VT033006-GFP	0h	6206690	2993	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P2_L6
0	VT033006-GFP	0h	4452913	2745	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P2_L7
0	VT033006-GFP	0h	2435312	2261	MARS_7	4	32	7	MARS_7		na	MARS_7: 0h	MARS_7	PN_0h_VTGAL4_P2_L8
0	VT033006-GFP	0h	7011513	3340	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P2_M10
0	VT033006-GFP	0h	1651737	1074	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_M11
0	VT033006-GFP	0h	2872674	2016	VM2	1	0	13	VM2		na	VM2: 0h	VM2	PN_0h_VTGAL4_P2_M12
0	VT033006-GFP	0h	155499	555	DL3	15	15	24	DL3	APL	na	DL3: 0h	nan	PN_0h_VTGAL4_P2_M13
0	VT033006-GFP	0h	6255957	2926	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P2_M15
0	VT033006-GFP	0h	1761246	1751	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P2_M16
0	VT033006-GFP	0h	2455514	1288	nan	18	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_M20
0	VT033006-GFP	0h	1891949	2244	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P2_M21
0	VT033006-GFP	0h	1359093	1785	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P2_M2
0	VT033006-GFP	0h	6011158	3070	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P2_M5
0	VT033006-GFP	0h	7526377	3618	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P2_M6
0	VT033006-GFP	0h	6469727	3756	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P2_M7
0	VT033006-GFP	0h	6023199	2678	VM2	1	0	13	VM2		na	VM2: 0h	VM2	PN_0h_VTGAL4_P2_M8
0	VT033006-GFP	0h	4827139	2767	DA4l	9	18	nan	nan	adPN	na	DA4l: 0h	DA4l	PN_0h_VTGAL4_P2_M9
0	VT033006-GFP	0h	5533666	2330	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P2_N10
0	VT033006-GFP	0h	4528040	2789	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P2_N13
0	VT033006-GFP	0h	1287569	1937	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P2_N17
0	VT033006-GFP	0h	131640	1045	nan	NaN	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_N19
0	VT033006-GFP	0h	2621966	2272	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_N20
0	VT033006-GFP	0h	1809371	1935	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_N21
0	VT033006-GFP	0h	1046656	2028	DL3	15	15	24	DL3	lPN	na	DL3: 0h	nan	PN_0h_VTGAL4_P2_N2
0	VT033006-GFP	0h	1920723	2306	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P2_N3
0	VT033006-GFP	0h	4842716	3608	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P2_N4
0	VT033006-GFP	0h	5475235	2752	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_N6
0	VT033006-GFP	0h	6934158	3688	DM2	20	25	11	DM2	lPN	na	DM2: 0h	nan	PN_0h_VTGAL4_P2_N7
0	VT033006-GFP	0h	3890250	2403	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P2_N8
0	VT033006-GFP	0h	5654407	2842	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P2_N9
0	VT033006-GFP	0h	4092834	2691	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P2_O10
0	VT033006-GFP	0h	1882783	2173	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_O11
0	VT033006-GFP	0h	7349952	4762	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P2_O13
0	VT033006-GFP	0h	4235007	2346	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_O19
0	VT033006-GFP	0h	4596523	3174	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P2_O4
0	VT033006-GFP	0h	4453953	2814	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_O5
0	VT033006-GFP	0h	1214981	2982	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P2_O6
0	VT033006-GFP	0h	2912771	2772	MARS_9	11	-1	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P2_O8
0	VT033006-GFP	0h	246530	2639	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P2_O9
0	VT033006-GFP	0h	3695822	3020	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P2_P11
0	VT033006-GFP	0h	4860485	2744	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P2_P12
0	VT033006-GFP	0h	2116612	2016	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_P13
0	VT033006-GFP	0h	2917798	1955	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P2_P15
0	VT033006-GFP	0h	2981775	3474	nan	21	25	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P2_P3
0	VT033006-GFP	0h	1791355	4439	VC2	27	22	16	VC2	lPN	na	VC2: 0h	VC2	PN_0h_VTGAL4_P3_A14
0	VT033006-GFP	0h	975112	1192	nan	7	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_A16
0	VT033006-GFP	0h	3110981	5243	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P3_A18
0	VT033006-GFP	0h	1248046	3195	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_A19
0	VT033006-GFP	0h	223231	3055	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P3_A1
0	VT033006-GFP	0h	865970	3435	MARS_7	4	32	7	MARS_7	adPN	na	MARS_7: 0h	MARS_7	PN_0h_VTGAL4_P3_A21
0	VT033006-GFP	0h	2236377	3172	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P3_A22
0	VT033006-GFP	0h	1949150	4046	DL1	17	20	8	DL1	adPN	na	DL1: 0h	DL1	PN_0h_VTGAL4_P3_A23
0	VT033006-GFP	0h	2033266	3829	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P3_A3
0	VT033006-GFP	0h	1813246	3698	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P3_A4
0	VT033006-GFP	0h	3092067	2444	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_A6
0	VT033006-GFP	0h	1059266	2305	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P3_A7
0	VT033006-GFP	0h	1604142	1228	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_A8
0	VT033006-GFP	0h	1105730	1410	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P3_A9
0	VT033006-GFP	0h	2252359	2948	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_B10
0	VT033006-GFP	0h	1003995	2804	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P3_B11
0	VT033006-GFP	0h	2110643	4602	DA4l	9	18	nan	nan	adPN	na	DA4l: 0h	DA4l	PN_0h_VTGAL4_P3_B12
0	VT033006-GFP	0h	1298270	4047	VA1v	0	0	6	VA1v	adPN	na	VA1v: 0h	VA1v	PN_0h_VTGAL4_P3_B13
0	VT033006-GFP	0h	1732161	4322	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P3_B15
0	VT033006-GFP	0h	576939	3426	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P3_B16
0	VT033006-GFP	0h	1757363	3483	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P3_B20
0	VT033006-GFP	0h	1794027	3392	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P3_B21
0	VT033006-GFP	0h	2201919	3401	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P3_B22
0	VT033006-GFP	0h	2087267	1651	nan	18	18	nan	nan		na	nan: 0h	nan	PN_0h_VTGAL4_P3_B24
0	VT033006-GFP	0h	743897	3194	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P3_B2
0	VT033006-GFP	0h	216754	2395	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P3_B3
0	VT033006-GFP	0h	1722638	2262	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P3_B6
0	VT033006-GFP	0h	1288747	1988	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_B8
0	VT033006-GFP	0h	1844528	2738	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P3_B9
0	VT033006-GFP	0h	1732466	2405	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P3_C10
0	VT033006-GFP	0h	1698856	2548	VM2	1	0	13	VM2	adPN	na	VM2: 0h	VM2	PN_0h_VTGAL4_P3_C11
0	VT033006-GFP	0h	1518495	2729	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P3_C15
0	VT033006-GFP	0h	2168806	2915	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P3_C16
0	VT033006-GFP	0h	597121	859	nan	18	18	nan	nan	APL	na	nan: 0h	nan	PN_0h_VTGAL4_P3_C17
0	VT033006-GFP	0h	867675	3288	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P3_C1
0	VT033006-GFP	0h	2165452	3489	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_C20
0	VT033006-GFP	0h	1245102	3114	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_C23
0	VT033006-GFP	0h	1095015	3899	DA1_fru+	26	22	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P3_C24
0	VT033006-GFP	0h	793177	974	nan	19	-1	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_C2
0	VT033006-GFP	0h	1738204	3371	D	5	33	12	D	adPN	na	D: 0h	D	PN_0h_VTGAL4_P3_C3
0	VT033006-GFP	0h	1433620	3978	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P3_C5
0	VT033006-GFP	0h	1258373	3293	nan	7	18	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_C7
0	VT033006-GFP	0h	1609001	2150	nan	12	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_D11
0	VT033006-GFP	0h	2258106	4781	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P3_D13
0	VT033006-GFP	0h	124289	3197	VA5	10	-1	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P3_D14
0	VT033006-GFP	0h	600196	3198	DA1_fru+	26	15	15	DA1_fru+	lPN	na	DA1_fru+: 0h	nan	PN_0h_VTGAL4_P3_D16
0	VT033006-GFP	0h	1585081	3635	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P3_D1
0	VT033006-GFP	0h	1839442	3581	nan	23	24	nan	nan	adPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_D20
0	VT033006-GFP	0h	2413084	3664	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P3_D21
0	VT033006-GFP	0h	2488199	3136	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P3_D22
0	VT033006-GFP	0h	2209642	2983	VM7 or VM5v #2	3	0	28	VM7 or VM5v #2	adPN	na	VM7 or VM5v #2: 0h	VM7 or VM5v #2	PN_0h_VTGAL4_P3_D23
0	VT033006-GFP	0h	1487507	3363	VM7 or VM5v #1	2	0	nan	nan	adPN	na	VM7 or VM5v #1: 0h	VM7 or VM5v #1	PN_0h_VTGAL4_P3_D2
0	VT033006-GFP	0h	1592377	3460	nan	21	25	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_D4
0	VT033006-GFP	0h	1957321	2517	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P3_D9
0	VT033006-GFP	0h	220134	653	nan	18	-1	nan	nan		na	nan: 0h	nan	PN_0h_VTGAL4_P3_E10
0	VT033006-GFP	0h	1641693	1992	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P3_E12
0	VT033006-GFP	0h	1577884	2542	MARS_9	11	37	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P3_E13
0	VT033006-GFP	0h	2193860	3923	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P3_E14
0	VT033006-GFP	0h	1516448	4090	MARS_5	16	20	nan	nan	adPN	na	MARS_5: 0h	MARS_5	PN_0h_VTGAL4_P3_E15
0	VT033006-GFP	0h	2113513	3677	VA1d	22	24	10	VA1d	adPN	na	VA1d: 0h	nan	PN_0h_VTGAL4_P3_E1
0	VT033006-GFP	0h	2564241	3483	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P3_E20
0	VT033006-GFP	0h	562631	3373	DA1_fru-	13	15	23	DA1_fru-	lPN	na	DA1_fru-: 0h	nan	PN_0h_VTGAL4_P3_E2
0	VT033006-GFP	0h	684940	3742	VA5	10	38	26	VA5	lPN	na	VA5: 0h	VA5	PN_0h_VTGAL4_P3_E3
0	VT033006-GFP	0h	1640491	3210	nan	14	15	nan	nan	lPN	na	nan: 0h	nan	PN_0h_VTGAL4_P3_E4
0	VT033006-GFP	0h	1041147	4570	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P3_E5
0	VT033006-GFP	0h	987336	3683	VA6	8	18	0	VA6	adPN	na	VA6: 0h	VA6	PN_0h_VTGAL4_P3_E6
0	VT033006-GFP	0h	996313	1939	DA4l	9	18	nan	nan	adPN	na	DA4l: 0h	DA4l	PN_0h_VTGAL4_P3_E7
0	VT033006-GFP	0h	1815211	2859	MARS_9	11	-1	9	MARS_9	lPN	na	MARS_9: 0h	MARS_9	PN_0h_VTGAL4_P3_E8
